15519381	18229081
15519381	19687912
15519381	48095531
15519381	1940511776
15519381	133364835
15519381	776906432
15519381	1378591543
15519381	128822364
15519381	1358991337
15519381	16167628
15519381	266509771
15519381	330812543
15519381	115625359
15519381	706605216
15519381	158198206
15519381	616728855
15519381	119952937
15519381	444613269
15519381	233166015
15519381	452705625
15519381	93903248
15519381	1464280788
15519381	1453120782
15519381	739874360
15519381	83502049
15519381	1584665048
15519381	148445500
15519381	1550533068
15519381	75742095
15519381	286052473
15519381	53017831
15519381	916290860
15519381	610067348
15519381	67788816
15519381	61778924
15519381	111880891
15519381	144151572
15519381	405916559
15519381	589744784
15519381	265968124
15519381	1581124783
15519381	374018636
15519381	1476378930
15519381	1429360772
15519381	701496211
15519381	20662580
15519381	65017383
15519381	147007922
15519381	18544393
15519381	6186292
15519381	41599585
15519381	18731529
15519381	50043679
15519381	269852626
15519381	47459584
15519381	18645499
15519381	27109019
15519381	33096180
15519381	59502660
15519381	28389270
15519381	160681251
15519381	24015102
15519381	121625435
15519381	34007159
15519381	14056708
15519381	15730336
15519381	37005435
15519381	16129920
15519381	19608297
15519381	7766032
15519381	40112750
15519381	21925979
15519381	36178069
15519381	21692297
15519381	21669123
15519381	148156364
15519381	18327279
15519381	21713274
15519381	19918986
15519381	20153293
15519381	37790531
15519381	23172657
15519381	14238356
15519381	31928796
15519381	16224459
15519381	18776893
15519381	18498684
15519381	20173458
15519381	18404742
15519381	34218967
15519381	22050477
15519381	13034922
15519381	16566133
15519381	22258133
15519381	25358498
15519381	21314814
15519381	23060234
15519381	16520368
15519381	9353992
15519381	41507142
15519381	14192168
15519381	35161145
15519381	59899837
15519381	19189824
15519381	15723011
15519381	14833647
15519381	5548002
15519381	14802044
15519381	14141523
15519381	167889401
15519381	89857548
15519381	27241813
15519381	16795167
15519381	31583882
15519381	41526588
15519381	17183026
15519381	92401807
15519381	56775001
15519381	60170598
15519381	111083791
15519381	21837890
15519381	112729316
15519381	40273467
15519381	119620620
15519381	30077109
15519381	15018692
15519381	136466092
2303619546	2240547423
2303619546	2240558537
2303619546	2241792461
2303619546	2240414357
2303619546	2235185091
2303619546	2233878040
2303619546	2241763661
2303619546	2240568765
2303619546	2254013088
2303619546	2233863195
2303619546	2241832149
2303619546	2235267557
2303619546	2240531567
2303619546	2233795725
2303619546	2240410936
2303619546	2253962550
2303619546	2253956479
2303619546	2233780930
2303619546	2233785627
2303619546	2241774556
2303619546	2233868482
2303619546	2235271396
2303619546	2241764871
2303619546	2241778037
2303619546	2240527745
2303619546	2241801555
2303619546	2240536827
2303619546	2241768814
2303619546	2253974682
2303619546	2235261009
2303619546	2241817150
2303619546	2241785691
2303619546	2233695351
2303619546	2233780617
2303619546	2241779783
2303619546	2233812165
2303619546	2241789964
2303619546	2241812937
2303619546	2253640531
2303619546	2233702252
2303619546	2240518233
2303619546	2241810869
1602852614	287340601
1602852614	1606906374
1602852614	38135305
1602852614	1606472113
1602852614	152131291
1602852614	919475023
1602852614	352574207
1602852614	59908549
1602852614	28615495
1602852614	14604442
180365358	17034634
180365358	2826690866
180365358	14505838
180365358	2903837358
180365358	7.79E+17
180365358	10506152
180365358	14342564
180365358	454313925
180365358	3308352436
180365358	55588874
180365358	259730428
180365358	1071218425
180365358	1969422835
180365358	1136957418
180365358	546170165
180365358	14518868
180365358	23427560
180365358	1224777000
180365358	1352959374
180365358	2705091668
180365358	602412429
180365358	2430819752
180365358	126417528
180365358	2326698735
180365358	33587558
180365358	53297035
180365358	2338275918
180365358	2217242220
180365358	55849672
180365358	2313874208
180365358	128956175
180365358	630598940
180365358	72644483
180365358	1183041
180365358	24202701
180365358	1691773219
180365358	388406390
180365358	6253282
180365358	773298642
180365358	15923563
180365358	29774968
180365358	864667116
180365358	313776222
180365358	236566605
180365358	16144513
180365358	299798272
180365358	270975329
180365358	259379883
180365358	233068605
1606472113	287340601
1606472113	52592980
1606472113	1602852614
1606472113	70932531
1606472113	287833480
1606472113	59908549
1606472113	352574207
1606472113	152532857
1606472113	40928448
1606472113	18953824
249818911	8.72E+17
249818911	92563017
249818911	27697885
249818911	218624869
249818911	32470142
249818911	787866360
249818911	476190611
249818911	459592429
249818911	123565094
249818911	77215070
249818911	7.12E+17
249818911	58801865
249818911	3222392388
249818911	19769857
249818911	343539808
249818911	70969958
249818911	3071544979
249818911	25152579
249818911	217597703
249818911	2710237448
249818911	50666390
249818911	35536783
249818911	1228480416
249818911	63004444
249818911	55309430
249818911	8.47E+17
249818911	3224148655
249818911	2173682080
249818911	15382550
249818911	20250347
249818911	1407923100
249818911	138189751
249818911	3246819331
249818911	18645444
249818911	404059812
249818911	1262349751
249818911	183232421
249818911	2801686349
249818911	28857255
249818911	2952479372
249818911	524610407
249818911	18824350
249818911	113674377
249818911	176706657
249818911	270003956
249818911	71370218
249818911	28494284
249818911	378085193
249818911	1375037540
249818911	18736115
249818911	130328436
249818911	39365932
249818911	17102435
249818911	1140437268
249818911	105599193
249818911	221880379
249818911	703174194
249818911	95069715
249818911	3281045300
249818911	274048921
249818911	833688780
249818911	535633228
249818911	22550103
249818911	11579862
249818911	860818170
249818911	33677167
249818911	312906684
249818911	38031406
249818911	21965258
249818911	29244348
249818911	67449031
249818911	30349240
249818911	1115569892
249818911	110166423
249818911	1058403692
249818911	238310433
249818911	257423331
249818911	58268422
249818911	819815
249818911	20010925
249818911	74486139
249818911	17841010
249818911	28759923
249818911	27557391
249818911	27187983
249818911	259832379
249818911	78420507
249818911	17815277
249818911	28448830
249818911	79392956
249818911	120132135
249818911	96889857
249818911	16561790
249818911	65457646
249818911	45962278
249818911	18061908
249818911	193428973
249818911	15899978
249818911	33602679
249818911	600958397
249818911	82707601
249818911	19731128
249818911	64848561
249818911	42090132
249818911	16469348
249818911	107145333
249818911	484883919
249818911	33616818
249818911	257639903
249818911	194110419
249818911	38082004
249818911	475597172
249818911	705614610
249818911	151730349
249818911	38663086
249818911	117410234
249818911	16621190
249818911	17518453
249818911	47677690
249818911	97073820
249818911	253667610
249818911	202780199
249818911	151896315
249818911	37761694
249818911	37432030
249818911	203215694
249818911	18092279
249818911	14437496
249818911	17211477
249818911	154566409
249818911	29239301
249818911	104691452
249818911	36263630
249818911	28326909
249818911	40314843
249818911	76117833
249818911	36192085
249818911	17094323
249818911	15791186
249818911	18870078
249818911	18336787
249818911	14235279
249818911	52803520
249818911	19077044
249818911	16247383
249818911	27583598
249818911	18712388
249818911	16630904
249818911	390910114
249818911	16912739
